Unnamed: 0,syd,did,wei,symptom,diagnose
400,239.0,789.0,2.0,chest burning,unstable angina:pre heart attack chest pain
401,1.0,793.0,0.0,upper abdominal pain,"bladder infection:cystitis, uti, urinary tract infection"
402,2.0,793.0,2.0,lower abdominal pain,"bladder infection:cystitis, uti, urinary tract infection"
403,7.0,793.0,2.0,back ache or pain,"bladder infection:cystitis, uti, urinary tract infection"
404,11.0,793.0,0.0,pain or soreness of breast,"bladder infection:cystitis, uti, urinary tract infection"
405,14.0,793.0,2.0,chills,"bladder infection:cystitis, uti, urinary tract infection"
406,29.0,793.0,2.0,fever,"bladder infection:cystitis, uti, urinary tract infection"
407,32.0,793.0,2.0,flank pain,"bladder infection:cystitis, uti, urinary tract infection"
408,33.0,793.0,2.0,frequent urination (frequency),"bladder infection:cystitis, uti, urinary tract infection"
409,36.0,793.0,1.0,"cranky, crying, fussy, irritable child","bladder infection:cystitis, uti, urinary tract infection"
410,37.0,793.0,0.0,groin pain,"bladder infection:cystitis, uti, urinary tract infection"
411,49.0,793.0,2.0,incontinence (leaking urine),"bladder infection:cystitis, uti, urinary tract infection"
412,54.0,793.0,1.0,kidney pain (flank pain),"bladder infection:cystitis, uti, urinary tract infection"
413,66.0,793.0,0.0,nausea,"bladder infection:cystitis, uti, urinary tract infection"
414,72.0,793.0,2.0,painful urination,"bladder infection:cystitis, uti, urinary tract infection"
415,108.0,793.0,0.0,vaginal discharge,"bladder infection:cystitis, uti, urinary tract infection"
416,113.0,793.0,0.0,vomiting,"bladder infection:cystitis, uti, urinary tract infection"
418,128.0,793.0,2.0,inconsolable baby,"bladder infection:cystitis, uti, urinary tract infection"
419,147.0,793.0,2.0,blood in urine (hematuria),"bladder infection:cystitis, uti, urinary tract infection"
420,250.0,793.0,2.0,increased urination (polyuria),"bladder infection:cystitis, uti, urinary tract infection"
421,275.0,793.0,1.0,low back ache or pain,"bladder infection:cystitis, uti, urinary tract infection"
422,264.0,793.0,0.0,stomach and abdominal pain,"bladder infection:cystitis, uti, urinary tract infection"
423,277.0,793.0,2.0,unusual color or odor of urine,"bladder infection:cystitis, uti, urinary tract infection"
424,1.0,939.0,0.0,upper abdominal pain,umbilical hernia:belly button hernia
425,2.0,939.0,0.0,lower abdominal pain,umbilical hernia:belly button hernia
426,173.0,939.0,1.0,abdominal swelling (stomach swelling),umbilical hernia:belly button hernia
427,264.0,939.0,0.0,stomach and abdominal pain,umbilical hernia:belly button hernia
428,1.0,975.0,0.0,upper abdominal pain,stomach cancer:gastric cancer
429,9.0,975.0,0.0,blood in vomit,stomach cancer:gastric cancer
430,123.0,975.0,0.0,"weight loss, unexplained",stomach cancer:gastric cancer
431,156.0,975.0,0.0,vomiting coffee ground material,stomach cancer:gastric cancer
432,264.0,975.0,0.0,stomach and abdominal pain,stomach cancer:gastric cancer
433,1.0,991.0,0.0,upper abdominal pain,diverticulosis:weakening of the large intestine wall
434,2.0,991.0,1.0,lower abdominal pain,diverticulosis:weakening of the large intestine wall
435,218.0,991.0,1.0,maroon stools,diverticulosis:weakening of the large intestine wall
436,264.0,991.0,0.0,stomach and abdominal pain,diverticulosis:weakening of the large intestine wall
437,1.0,1046.0,0.0,upper abdominal pain,gastroparesis:stomach muscle malfunction
438,173.0,1046.0,0.0,abdominal swelling (stomach swelling),gastroparesis:stomach muscle malfunction
439,264.0,1046.0,0.0,stomach and abdominal pain,gastroparesis:stomach muscle malfunction
440,1.0,1267.0,0.0,upper abdominal pain,gallbladder cancer
441,66.0,1267.0,0.0,nausea,gallbladder cancer
442,113.0,1267.0,0.0,vomiting,gallbladder cancer
443,116.0,1267.0,0.0,tired,gallbladder cancer
444,123.0,1267.0,0.0,"weight loss, unexplained",gallbladder cancer
445,123.0,1267.0,0.0,"weight loss, unexplained",gallbladder cancer
446,179.0,1267.0,0.0,jaundice (yellowing skin),gallbladder cancer
447,2.0,236.0,1.0,lower abdominal pain,ectopic pregnancy:tubal pregnancy
448,74.0,236.0,1.0,pelvic pain,ectopic pregnancy:tubal pregnancy
449,78.0,236.0,2.0,pregnancy problem,ectopic pregnancy:tubal pregnancy
450,89.0,236.0,1.0,shoulder ache or pain,ectopic pregnancy:tubal pregnancy
451,105.0,236.0,2.0,vaginal bleeding,ectopic pregnancy:tubal pregnancy
452,107.0,236.0,2.0,vaginal bleeding during pregnancy,ectopic pregnancy:tubal pregnancy
453,264.0,236.0,1.0,stomach and abdominal pain,ectopic pregnancy:tubal pregnancy
454,2.0,540.0,1.0,lower abdominal pain,ovarian torsion:twisting of the ovary
455,74.0,540.0,2.0,pelvic pain,ovarian torsion:twisting of the ovary
456,2.0,557.0,1.0,lower abdominal pain,"pelvic inflammatory disease:pid, female reproductive organ infection"
457,7.0,557.0,0.0,back ache or pain,"pelvic inflammatory disease:pid, female reproductive organ infection"
458,14.0,557.0,1.0,chills,"pelvic inflammatory disease:pid, female reproductive organ infection"
459,29.0,557.0,1.0,fever,"pelvic inflammatory disease:pid, female reproductive organ infection"
460,37.0,557.0,0.0,groin pain,"pelvic inflammatory disease:pid, female reproductive organ infection"
461,74.0,557.0,2.0,pelvic pain,"pelvic inflammatory disease:pid, female reproductive organ infection"
462,105.0,557.0,0.0,vaginal bleeding,"pelvic inflammatory disease:pid, female reproductive organ infection"
463,108.0,557.0,2.0,vaginal discharge,"pelvic inflammatory disease:pid, female reproductive organ infection"
464,211.0,557.0,2.0,infertility (female),"pelvic inflammatory disease:pid, female reproductive organ infection"
465,275.0,557.0,0.0,low back ache or pain,"pelvic inflammatory disease:pid, female reproductive organ infection"
466,264.0,557.0,0.0,stomach and abdominal pain,"pelvic inflammatory disease:pid, female reproductive organ infection"
467,2.0,600.0,1.0,lower abdominal pain,premenstrual syndrome:pms
468,7.0,600.0,,back ache or pain,premenstrual syndrome:pms
469,15.0,600.0,,change in behavior,premenstrual syndrome:pms
470,21.0,600.0,,dizziness,premenstrual syndrome:pms
471,41.0,600.0,,headache,premenstrual syndrome:pms
472,70.0,600.0,,obesity,premenstrual syndrome:pms
473,282.0,600.0,1.0,excessive appetite,premenstrual syndrome:pms
474,2.0,795.0,1.0,lower abdominal pain,urine retention:inability to urinate
475,37.0,795.0,0.0,groin pain,urine retention:inability to urinate
476,173.0,795.0,2.0,abdominal swelling (stomach swelling),urine retention:inability to urinate
477,275.0,795.0,0.0,low back ache or pain,urine retention:inability to urinate
478,2.0,197.0,1.0,lower abdominal pain,"crohn's disease:regional enteritis, crohn's colitis, intestinal inflammation"
479,7.0,197.0,1.0,back ache or pain,"crohn's disease:regional enteritis, crohn's colitis, intestinal inflammation"
480,10.0,197.0,2.0,bloody diarrhea,"crohn's disease:regional enteritis, crohn's colitis, intestinal inflammation"
481,18.0,197.0,3.0,dark stools,"crohn's disease:regional enteritis, crohn's colitis, intestinal inflammation"
482,20.0,197.0,2.0,diarrhea,"crohn's disease:regional enteritis, crohn's colitis, intestinal inflammation"
483,32.0,197.0,1.0,flank pain,"crohn's disease:regional enteritis, crohn's colitis, intestinal inflammation"
484,54.0,197.0,1.0,kidney pain (flank pain),"crohn's disease:regional enteritis, crohn's colitis, intestinal inflammation"
485,82.0,197.0,2.0,rectal pain,"crohn's disease:regional enteritis, crohn's colitis, intestinal inflammation"
486,113.0,197.0,1.0,vomiting,"crohn's disease:regional enteritis, crohn's colitis, intestinal inflammation"
487,123.0,197.0,2.0,"weight loss, unexplained","crohn's disease:regional enteritis, crohn's colitis, intestinal inflammation"
488,155.0,197.0,3.0,melena (black stools from blood),"crohn's disease:regional enteritis, crohn's colitis, intestinal inflammation"
489,181.0,197.0,1.0,flatulence (passing gas),"crohn's disease:regional enteritis, crohn's colitis, intestinal inflammation"
490,218.0,197.0,1.0,maroon stools,"crohn's disease:regional enteritis, crohn's colitis, intestinal inflammation"
491,264.0,197.0,1.0,stomach and abdominal pain,"crohn's disease:regional enteritis, crohn's colitis, intestinal inflammation"
492,2.0,788.0,0.0,lower abdominal pain,ulcerative colitis:large intestine inflammation
493,10.0,788.0,1.0,bloody diarrhea,ulcerative colitis:large intestine inflammation
494,20.0,788.0,1.0,diarrhea,ulcerative colitis:large intestine inflammation
495,32.0,788.0,0.0,flank pain,ulcerative colitis:large intestine inflammation
496,54.0,788.0,0.0,kidney pain (flank pain),ulcerative colitis:large intestine inflammation
497,66.0,788.0,0.0,nausea,ulcerative colitis:large intestine inflammation
498,82.0,788.0,1.0,rectal pain,ulcerative colitis:large intestine inflammation
499,113.0,788.0,0.0,vomiting,ulcerative colitis:large intestine inflammation
500,123.0,788.0,1.0,"weight loss, unexplained",ulcerative colitis:large intestine inflammation
501,218.0,788.0,2.0,maroon stools,ulcerative colitis:large intestine inflammation
502,232.0,788.0,2.0,steatorrhea (excess fat in stool),ulcerative colitis:large intestine inflammation
503,264.0,788.0,0.0,stomach and abdominal pain,ulcerative colitis:large intestine inflammation
504,2.0,3.0,1.0,lower abdominal pain,abdominal trauma
505,102.0,3.0,3.0,trauma,abdominal trauma
506,2.0,25.0,0.0,lower abdominal pain,alcoholism
507,4.0,25.0,1.0,alcohol abuse,alcoholism
508,5.0,25.0,0.0,anxiety (nervousness),alcoholism
509,9.0,25.0,0.0,blood in vomit,alcoholism
510,13.0,25.0,0.0,chest pressure,alcoholism
511,15.0,25.0,0.0,change in behavior,alcoholism
512,19.0,25.0,0.0,depressed,alcoholism
513,21.0,25.0,0.0,dizziness,alcoholism
514,28.0,25.0,0.0,fainting,alcoholism
515,38.0,25.0,0.0,delusions or hallucinations,alcoholism
516,41.0,25.0,0.0,headache,alcoholism
517,51.0,25.0,0.0,insomnia (trouble sleeping),alcoholism
518,96.0,25.0,0.0,substance abuse (drug abuse),alcoholism
519,113.0,25.0,0.0,vomiting,alcoholism
520,121.0,25.0,0.0,tremors,alcoholism
521,176.0,25.0,1.0,hand numbness (paresthesias),alcoholism
522,179.0,25.0,1.0,jaundice (yellowing skin),alcoholism
523,188.0,25.0,1.0,impotence,alcoholism
525,204.0,25.0,1.0,low blood sugar,alcoholism
526,240.0,25.0,1.0,memory loss,alcoholism
527,241.0,25.0,0.0,arm numbness (paresthesias),alcoholism
528,242.0,25.0,1.0,leg numbness (paresthesias),alcoholism
529,243.0,25.0,1.0,foot numbness (paresthesias),alcoholism
530,246.0,25.0,1.0,dementia,alcoholism
531,264.0,25.0,0.0,stomach and abdominal pain,alcoholism
532,2.0,26.0,1.0,lower abdominal pain,allergic reaction
533,13.0,26.0,1.0,chest pressure,allergic reaction
534,17.0,26.0,3.0,cough,allergic reaction
535,21.0,26.0,1.0,dizziness,allergic reaction
536,28.0,26.0,1.0,fainting,allergic reaction
537,46.0,26.0,3.0,hives,allergic reaction
538,52.0,26.0,3.0,skin itching,allergic reaction
539,81.0,26.0,3.0,rash,allergic reaction
540,88.0,26.0,1.0,shortness of breath,allergic reaction
541,126.0,26.0,3.0,tongue swelling,allergic reaction
542,139.0,26.0,3.0,itchy rash (pruritic rash),allergic reaction
543,159.0,26.0,3.0,mouth swelling,allergic reaction
544,194.0,26.0,3.0,lip swelling,allergic reaction
545,195.0,26.0,3.0,eye swelling,allergic reaction
546,203.0,26.0,3.0,swollen gums,allergic reaction
547,208.0,26.0,3.0,foot itching,allergic reaction
548,213.0,26.0,3.0,arm swelling,allergic reaction
549,216.0,26.0,3.0,ear swelling,allergic reaction
552,225.0,26.0,3.0,arm itching,allergic reaction
553,226.0,26.0,3.0,hand redness,allergic reaction
554,227.0,26.0,3.0,foot redness,allergic reaction
555,228.0,26.0,3.0,arm redness,allergic reaction
556,229.0,26.0,3.0,leg redness,allergic reaction
557,230.0,26.0,3.0,hand itching,allergic reaction
558,231.0,26.0,3.0,leg itching,allergic reaction
559,238.0,26.0,1.0,skin sores,allergic reaction
560,259.0,26.0,3.0,itchy eyes,allergic reaction
561,291.0,26.0,2.0,agitated,allergic reaction
562,2.0,77.0,,lower abdominal pain,bacterial vaginosis:vaginal infection
563,7.0,77.0,,back ache or pain,bacterial vaginosis:vaginal infection
564,52.0,77.0,,skin itching,bacterial vaginosis:vaginal infection
565,72.0,77.0,,painful urination,bacterial vaginosis:vaginal infection
566,74.0,77.0,,pelvic pain,bacterial vaginosis:vaginal infection
567,81.0,77.0,,rash,bacterial vaginosis:vaginal infection
568,108.0,77.0,2.0,vaginal discharge,bacterial vaginosis:vaginal infection
569,109.0,77.0,2.0,vaginal itching,bacterial vaginosis:vaginal infection
570,110.0,77.0,2.0,vaginal pain,bacterial vaginosis:vaginal infection
571,238.0,77.0,,skin sores,bacterial vaginosis:vaginal infection
572,264.0,77.0,,stomach and abdominal pain,bacterial vaginosis:vaginal infection
573,2.0,149.0,0.0,lower abdominal pain,cervical cancer:tumor
574,81.0,149.0,0.0,rash,cervical cancer:tumor
575,105.0,149.0,1.0,vaginal bleeding,cervical cancer:tumor
576,106.0,149.0,1.0,vaginal bleeding after menopause,cervical cancer:tumor
577,108.0,149.0,0.0,vaginal discharge,cervical cancer:tumor
578,2.0,154.0,0.0,lower abdominal pain,cervicitis:inflammation of the lower uterus
579,105.0,154.0,1.0,vaginal bleeding,cervicitis:inflammation of the lower uterus
580,108.0,154.0,1.0,vaginal discharge,cervicitis:inflammation of the lower uterus
581,264.0,154.0,0.0,stomach and abdominal pain,cervicitis:inflammation of the lower uterus
582,2.0,191.0,0.0,lower abdominal pain,"contusion:bruise, ecchymosis"
583,6.0,191.0,2.0,arm ache or pain,"contusion:bruise, ecchymosis"
584,7.0,191.0,0.0,back ache or pain,"contusion:bruise, ecchymosis"
585,11.0,191.0,2.0,pain or soreness of breast,"contusion:bruise, ecchymosis"
586,12.0,191.0,2.0,calf pain,"contusion:bruise, ecchymosis"
587,13.0,191.0,0.0,chest pressure,"contusion:bruise, ecchymosis"
588,23.0,191.0,0.0,ear pressure,"contusion:bruise, ecchymosis"
589,24.0,191.0,0.0,pain in the ear,"contusion:bruise, ecchymosis"
590,25.0,191.0,2.0,elbow ache or pain,"contusion:bruise, ecchymosis"
591,27.0,191.0,2.0,facial pain,"contusion:bruise, ecchymosis"
593,37.0,191.0,0.0,groin pain,"contusion:bruise, ecchymosis"
594,39.0,191.0,2.0,"hand, finger ache or pain","contusion:bruise, ecchymosis"
595,40.0,191.0,2.0,head injury,"contusion:bruise, ecchymosis"
596,41.0,191.0,0.0,headache,"contusion:bruise, ecchymosis"
597,45.0,191.0,2.0,hip pain,"contusion:bruise, ecchymosis"
598,55.0,191.0,2.0,knee pain,"contusion:bruise, ecchymosis"
599,57.0,191.0,2.0,leg ache or pain,"contusion:bruise, ecchymosis"
600,58.0,191.0,2.0,swelling of both legs,"contusion:bruise, ecchymosis"
601,67.0,191.0,0.0,neck ache or pain,"contusion:bruise, ecchymosis"
602,89.0,191.0,2.0,shoulder ache or pain,"contusion:bruise, ecchymosis"
603,91.0,191.0,2.0,skin trauma,"contusion:bruise, ecchymosis"
604,100.0,191.0,2.0,toe pain,"contusion:bruise, ecchymosis"
605,118.0,191.0,2.0,wrist pain,"contusion:bruise, ecchymosis"
606,196.0,191.0,2.0,foot swelling,"contusion:bruise, ecchymosis"
607,213.0,191.0,2.0,arm swelling,"contusion:bruise, ecchymosis"
608,214.0,191.0,2.0,calf swelling,"contusion:bruise, ecchymosis"
609,216.0,191.0,2.0,ear swelling,"contusion:bruise, ecchymosis"
610,217.0,191.0,2.0,wrist swelling,"contusion:bruise, ecchymosis"
611,233.0,191.0,2.0,upper leg pain,"contusion:bruise, ecchymosis"
612,248.0,191.0,2.0,limping in a child,"contusion:bruise, ecchymosis"
613,251.0,191.0,2.0,shin pain,"contusion:bruise, ecchymosis"
614,262.0,191.0,1.0,chest pain,"contusion:bruise, ecchymosis"
615,275.0,191.0,0.0,low back ache or pain,"contusion:bruise, ecchymosis"
616,287.0,191.0,0.0,lump or mass of breast,"contusion:bruise, ecchymosis"
617,303.0,191.0,2.0,arm stiffness or tightness,"contusion:bruise, ecchymosis"
618,261.0,191.0,2.0,elbow swelling,"contusion:bruise, ecchymosis"
619,290.0,191.0,2.0,neck stiffness or tightness,"contusion:bruise, ecchymosis"
620,281.0,191.0,2.0,penis inflammation or swelling,"contusion:bruise, ecchymosis"
621,271.0,191.0,2.0,pulling at ears,"contusion:bruise, ecchymosis"
622,301.0,191.0,2.0,shoulder stiffness or tightness,"contusion:bruise, ecchymosis"
623,272.0,191.0,2.0,skin bumps,"contusion:bruise, ecchymosis"
624,2.0,242.0,0.0,lower abdominal pain,endometritis:inflammation of the uterus
625,108.0,242.0,1.0,vaginal discharge,endometritis:inflammation of the uterus
626,2.0,291.0,0.0,lower abdominal pain,fibromyalgia:chronic pain disorder
627,6.0,291.0,0.0,arm ache or pain,fibromyalgia:chronic pain disorder
628,7.0,291.0,0.0,back ache or pain,fibromyalgia:chronic pain disorder
629,25.0,291.0,0.0,elbow ache or pain,fibromyalgia:chronic pain disorder
630,32.0,291.0,0.0,flank pain,fibromyalgia:chronic pain disorder
631,37.0,291.0,0.0,groin pain,fibromyalgia:chronic pain disorder
632,39.0,291.0,0.0,"hand, finger ache or pain",fibromyalgia:chronic pain disorder
633,54.0,291.0,0.0,kidney pain (flank pain),fibromyalgia:chronic pain disorder
634,57.0,291.0,0.0,leg ache or pain,fibromyalgia:chronic pain disorder
635,62.0,291.0,1.0,muscle pain,fibromyalgia:chronic pain disorder
636,67.0,291.0,0.0,neck ache or pain,fibromyalgia:chronic pain disorder
637,116.0,291.0,1.0,tired,fibromyalgia:chronic pain disorder
638,191.0,291.0,0.0,skin pain,fibromyalgia:chronic pain disorder
639,262.0,291.0,0.0,chest pain,fibromyalgia:chronic pain disorder
640,275.0,291.0,0.0,low back ache or pain,fibromyalgia:chronic pain disorder
641,304.0,291.0,0.0,high blood pressure,fibromyalgia:chronic pain disorder
642,2.0,470.0,,lower abdominal pain,miscarriage
643,107.0,470.0,1.0,vaginal bleeding during pregnancy,miscarriage
644,275.0,470.0,,low back ache or pain,miscarriage
645,2.0,482.0,,lower abdominal pain,"multiple pregnancy:twins, triplets, etc"
